task_id,task_type,group_id,rep,a_hotel_id,a_name,a_stars,a_neighborhood,a_review_score,a_review_count,a_room_type,a_cancellation_free,a_breakfast_included,a_amenities,a_price,b_hotel_id,b_name,b_stars,b_neighborhood,b_review_score,b_review_count,b_room_type,b_cancellation_free,b_breakfast_included,b_amenities,b_price,c_hotel_id,c_name,c_stars,c_neighborhood,c_review_score,c_review_count,c_room_type,c_cancellation_free,c_breakfast_included,c_amenities,c_price,d_hotel_id,d_name,d_stars,d_neighborhood,d_review_score,d_review_count,d_room_type,d_cancellation_free,d_breakfast_included,d_amenities,d_price,e_hotel_id,e_name,e_stars,e_neighborhood,e_review_score,e_review_count,e_room_type,e_cancellation_free,e_breakfast_included,e_amenities,e_price
269,fiveopt,269,1,2,Pod 39,3,Murray Hill,8.1,2924,Queen Pod (1 queen bed),0,0,Free WiFi; Rooftop bar; Restaurant,89,27,citizenM New York Bowery,4,Lower East Side,8.7,2965,citizenM King Room (1 king bed),1,0,Free WiFi; Rain shower; Rooftop bar; Smart TV,211,38,Casablanca Hotel by Library Hotel Collection,4,Theater District,9.3,1649,Deluxe King (1 king bed),1,1,Free WiFi; Continental breakfast; 24-hour refreshments,257,136,The Bowery Hotel,4,East Village,8.6,900,Queen Room (1 queen bed),1,0,Free WiFi; Restaurant; Bar; Fireplace lounge,354,140,NoMo SoHo,4,SoHo,8.4,1146,King Room (1 king bed),1,0,Free WiFi; Restaurant; Bar,385
270,fiveopt,270,1,14,Margaritaville Resort Times Square,3,Midtown West,7.6,2247,Standard Double (2 double beds),1,0,Free WiFi; Pool; Bar; Restaurant,150,114,Sheraton Brooklyn New York Hotel,4,Downtown Brooklyn,8.0,1461,Double Room (2 double beds),1,1,Free WiFi; Restaurant; Fitness center; Pool,216,124,"The Beekman, A Thompson Hotel",5,Financial District,8.7,1262,Turret Suite (1 king bed),0,0,Free WiFi; Restaurant; Bar; Fitness center; Historic atrium,367,150,The Peninsula New York,5,Midtown,9.0,984,Superior King (1 king bed),0,1,Free WiFi; Fitness center; Restaurant; Bar; Spa; Pool,1055,172,New York Marriott Downtown,4,Financial District,7.9,3397,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant,279
271,fiveopt,271,1,5,Carlton Arms Hotel,2,Gramercy,7.2,1041,Standard Room (1 twin bed),1,0,Free WiFi,122,14,Margaritaville Resort Times Square,3,Midtown West,7.7,2358,Standard Double (2 double beds),0,0,Free WiFi; Pool; Bar; Restaurant,163,40,Hard Rock Hotel New York,4,Midtown,8.3,1568,Double Room (2 double beds),0,0,Free WiFi; Restaurant; Fitness center; Bar,318,153,The Renwick Hotel,4,Midtown East,8.3,933,Queen Room (1 queen bed),0,0,Free WiFi; Restaurant; Bar,313,159,Smyth Tribeca,4,TriBeCa,8.4,641,King Room (1 king bed),1,0,Free WiFi; Restaurant,328
272,fiveopt,272,1,9,MOXY NYC Times Square,3,Times Square,8.0,4196,King Room (1 king bed),1,0,Free WiFi; Fitness center; Bar,207,60,Crosby Street Hotel,5,SoHo,9.4,1111,Luxury King (1 king bed),1,0,Free WiFi; Restaurant; Private theater; Gym; Terrace,798,71,Hampton Inn Manhattan-35th St/Empire State Bldg,3,Midtown,8.3,2625,Double Room (2 double beds),1,1,Free WiFi; Breakfast included; Fitness center,291,105,Residence Inn New York Downtown Manhattan,3,Financial District,7.8,1138,One-Bedroom Suite (1 king bed),0,0,Free WiFi; Breakfast included; Kitchen; Fitness center,212,138,The Standard East Village,4,East Village,8.1,1179,King Room (1 king bed),1,0,Free WiFi; Restaurant; Bar,355
273,fiveopt,273,1,18,The Lucerne Hotel,3,Upper West Side,8.4,2261,Deluxe King (1 king bed),0,0,Free WiFi; Restaurant; Fitness center,179,38,Casablanca Hotel by Library Hotel Collection,4,Theater District,9.1,1495,Classic Queen (1 queen bed),0,1,Free WiFi; Continental breakfast; 24-hour refreshments,374,77,Hilton Garden Inn New York/Central Park South,3,Midtown,8.4,2138,Double Room (2 double beds),1,0,Free WiFi; Restaurant; Fitness center; Business center,342,85,Holiday Inn New York City - Wall Street,3,Financial District,7.6,2155,Double Room (2 double beds),1,1,Free WiFi; Fitness center,197,89,Crowne Plaza Times Square Manhattan,4,Times Square,7.3,4831,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,275
274,fiveopt,274,1,26,Hyatt House New York/Chelsea,3,Chelsea,8.3,1830,One-Bedroom Suite (1 king bed),1,1,Free WiFi; Kitchen; Fitness center; Breakfast,278,32,Executive Hotel Le Soleil New York,4,Midtown,8.5,1999,Deluxe Queen (1 queen bed),0,0,Free WiFi; Fitness center; Restaurant,341,42,Virgin Hotels New York City,4,NoMad,8.7,960,Chamber King (1 king bed),0,0,Free WiFi; Restaurant; Rooftop bar; Fitness center,248,56,The Knickerbocker,5,Times Square,8.9,1791,Deluxe King (1 king bed),1,0,Free WiFi; Restaurant; Rooftop bar; Fitness center,358,87,Holiday Inn Express Manhattan Times Square,3,Times Square,8.1,2356,Double Room (2 double beds),1,0,Free WiFi; Breakfast included; Fitness center,217
275,fiveopt,275,1,28,citizenM New York Times Square,4,Times Square,8.5,3333,citizenM King Room (1 king bed),1,0,Free WiFi; Soundproof rooms; Rain shower; Smart TV,332,99,Fairfield Inn & Suites New York Manhattan/Times Square,3,Times Square,7.8,2163,Double Room (2 double beds),1,0,Free WiFi; Breakfast included; Fitness center,156,115,Hyatt Grand Central New York,4,Midtown East,7.8,3621,Double Room (2 double beds),1,0,Free WiFi; Fitness center; Restaurant,237,145,The Langham New York Fifth Avenue,5,Midtown,9.1,714,Deluxe King (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,797,152,Arlo Midtown,3,Times Square,7.9,1931,King Room (1 king bed),0,0,Free WiFi; Rooftop bar; Restaurant,250
276,fiveopt,276,1,27,citizenM New York Bowery,4,Lower East Side,8.9,3197,citizenM King Room (1 king bed),0,0,Free WiFi; Rain shower; Rooftop bar; Smart TV,248,46,New York Hilton Midtown,4,Midtown,7.8,11506,Double Room (2 double beds),0,0,Free WiFi; Restaurant; Fitness center; Business center,213,51,Nine Orchard,4,Lower East Side,8.8,745,Deluxe King (1 king bed),0,0,Free WiFi; Restaurant; Spa,307,73,Hampton Inn Manhattan/Downtown-Financial District,3,Financial District,8.0,1574,Double Room (2 double beds),0,1,Free WiFi; Breakfast included; Fitness center,254,97,Courtyard by Marriott New York Downtown Manhattan,3,Financial District,7.9,1718,King Room (1 king bed),0,0,Free WiFi; Fitness center; Restaurant,243
277,fiveopt,277,1,22,Hampton Inn Manhattan Times Square Central,3,Times Square,8.6,3368,King Room (1 king bed),0,1,Free WiFi; Breakfast included; Fitness center,310,39,Motto by Hilton New York City Chelsea,4,Chelsea,8.4,2073,Flex Room (1 queen bed),0,0,Free WiFi; Fitness center,176,80,DoubleTree by Hilton New York Times Square South,4,Times Square,7.7,2695,King Room (1 king bed),1,1,Free WiFi; Restaurant; Fitness center,255,109,W New York - Union Square,4,Union Square,8.2,1563,Spectacular King (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,264,165,Hotel Le Bleu,3,"Park Slope, Brooklyn",7.8,480,Queen Room (1 queen bed),0,0,Free WiFi; Restaurant,188
278,fiveopt,278,1,11,Moxy NYC Lower East Side,3,Lower East Side,8.2,1142,King Room (1 king bed),0,0,Free WiFi; Rooftop bar; Restaurant,248,71,Hampton Inn Manhattan-35th St/Empire State Bldg,3,Midtown,8.3,2448,King Room (1 king bed),0,1,Free WiFi; Breakfast included; Fitness center,183,114,Sheraton Brooklyn New York Hotel,4,Downtown Brooklyn,7.9,1511,Double Room (2 double beds),1,0,Free WiFi; Restaurant; Fitness center; Pool,255,136,The Bowery Hotel,4,East Village,8.8,768,King Room (1 king bed),1,1,Free WiFi; Restaurant; Bar; Fireplace lounge,609,155,Walker Hotel Tribeca,4,TriBeCa,8.2,505,King Room (1 king bed),1,0,Free WiFi; Restaurant,363
279,fiveopt,279,1,49,The Hotel Chelsea,4,Chelsea,8.5,1119,Queen Room (1 queen bed),0,0,Free WiFi; Restaurant; Concierge; Fitness center,261,90,InterContinental New York Times Square,5,Times Square,8.6,2637,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,413,102,Fairfield Inn & Suites New York Manhattan/Downtown East,3,Lower East Side,7.9,966,King Room (1 king bed),1,1,Free WiFi; Breakfast included; Fitness center,247,145,The Langham New York Fifth Avenue,5,Midtown,8.8,677,Premier King (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,499,163,The Williamsburg Hotel,4,"Williamsburg, Brooklyn",8.3,812,King Room (1 king bed),1,0,Free WiFi; Pool; Restaurant; Bar,334
280,fiveopt,280,1,24,Holiday Inn Manhattan-Chelsea,3,Chelsea,7.7,2070,Standard Double (2 double beds),1,0,Free WiFi; Fitness center,244,56,The Knickerbocker,5,Times Square,8.9,1812,Deluxe King (1 king bed),0,0,Free WiFi; Restaurant; Rooftop bar; Fitness center,294,76,Hilton Garden Inn New York/Manhattan-Chelsea,3,Chelsea,7.9,1664,King Room (1 king bed),0,0,Free WiFi; Restaurant; Fitness center; Business center,240,109,W New York - Union Square,4,Union Square,8.1,1480,Spectacular King (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,247,178,Loews Regency Hotel New York,5,Upper East Side,8.8,1014,Deluxe King (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,624
281,fiveopt,281,1,16,Broadway Plaza Hotel,3,Upper West Side,9.0,2008,One-Bedroom Suite (1 king bed),0,0,Free WiFi; Kitchenette,93,42,Virgin Hotels New York City,4,NoMad,8.5,881,Grand Chamber King (1 king bed),1,0,Free WiFi; Restaurant; Rooftop bar; Fitness center,210,51,Nine Orchard,4,Lower East Side,8.8,783,King Room (1 king bed),1,0,Free WiFi; Restaurant; Spa,425,80,DoubleTree by Hilton New York Times Square South,4,Times Square,7.7,2532,King Room (1 king bed),0,0,Free WiFi; Restaurant; Fitness center,317,168,The Boro Hotel,4,"Long Island City, Queens",8.4,790,King Room (1 king bed),1,0,Free WiFi; Bar; Manhattan views,256
282,fiveopt,282,1,3,Now Now NoHo,2,NoHo,7.5,770,Pod Room (1 single bed),1,0,Free WiFi; Shared lounge,140,116,Hyatt Centric Midtown 5th Avenue New York,4,Midtown,8.3,1847,Queen Room (1 queen bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,315,125,Wyndham New Yorker Hotel,3,Midtown,7.4,3916,Double Room (2 double beds),0,0,Free WiFi; Fitness center,226,155,Walker Hotel Tribeca,4,TriBeCa,8.1,477,King Room (1 king bed),0,0,Free WiFi; Restaurant,397,174,Moxy NYC Chelsea,3,Chelsea,7.9,1379,Queen Room (1 queen bed),0,0,Free WiFi; Rooftop bar; Restaurant,197
283,fiveopt,283,1,27,citizenM New York Bowery,4,Lower East Side,8.7,3099,citizenM King Room (1 king bed),0,0,Free WiFi; Rain shower; Rooftop bar; Smart TV,247,40,Hard Rock Hotel New York,4,Midtown,8.2,1733,Double Room (2 double beds),0,0,Free WiFi; Restaurant; Fitness center; Bar,230,129,Best Western Plus Hospitality House Suites,3,Midtown East,7.9,1447,One-Bedroom Suite (1 king bed),1,0,Free WiFi; Kitchen; Fitness center,231,145,The Langham New York Fifth Avenue,5,Midtown,9.1,764,Premier King (1 king bed),0,1,Free WiFi; Fitness center; Restaurant; Bar; Spa,907,172,New York Marriott Downtown,4,Financial District,8.0,2908,Double Room (2 double beds),1,0,Free WiFi; Fitness center; Restaurant,237
284,fiveopt,284,1,19,Romer Hell's Kitchen,3,Hell's Kitchen,8.2,598,Studio Queen (1 queen bed),1,0,Free WiFi; Fitness center,198,22,Hampton Inn Manhattan Times Square Central,3,Times Square,8.6,3839,King Room (1 king bed),1,1,Free WiFi; Breakfast included; Fitness center,192,90,InterContinental New York Times Square,5,Times Square,8.6,2894,King Room (1 king bed),1,1,Free WiFi; Fitness center; Restaurant; Bar; Spa,419,97,Courtyard by Marriott New York Downtown Manhattan,3,Financial District,7.7,1892,King Room (1 king bed),1,1,Free WiFi; Fitness center; Restaurant,254,107,AC Hotel New York Downtown,4,Financial District,7.9,1197,King Room (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,229
285,fiveopt,285,1,56,The Knickerbocker,5,Times Square,8.6,1965,Deluxe King (1 king bed),0,0,Free WiFi; Restaurant; Rooftop bar; Fitness center,333,101,Fairfield Inn & Suites New York Brooklyn,3,Brooklyn,7.7,1318,King Room (1 king bed),1,1,Free WiFi; Breakfast included; Fitness center,113,108,W New York - Times Square,4,Times Square,8.0,2653,Spectacular King (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,415,124,"The Beekman, A Thompson Hotel",5,Financial District,9.0,1332,King Room (1 king bed),1,1,Free WiFi; Restaurant; Bar; Fitness center; Historic atrium,399,152,Arlo Midtown,3,Times Square,7.9,1728,Queen Room (1 queen bed),0,0,Free WiFi; Rooftop bar; Restaurant,194
286,fiveopt,286,1,72,Hampton Inn Manhattan-Seaport/Financial District,3,Financial District,8.3,1623,Double Room (2 double beds),0,0,Free WiFi; Breakfast included; Fitness center,232,99,Fairfield Inn & Suites New York Manhattan/Times Square,3,Times Square,8.0,2038,Double Room (2 double beds),1,1,Free WiFi; Breakfast included; Fitness center,296,100,Fairfield Inn & Suites New York Manhattan/Chelsea,3,Chelsea,7.9,1512,Double Room (2 double beds),1,0,Free WiFi; Breakfast included; Fitness center,164,129,Best Western Plus Hospitality House Suites,3,Midtown East,7.8,1420,Studio Suite (1 queen bed),1,1,Free WiFi; Kitchen; Fitness center,137,150,The Peninsula New York,5,Midtown,9.4,938,Deluxe King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa; Pool,994
287,fiveopt,287,1,95,Courtyard by Marriott New York Manhattan/Midtown East,3,Midtown East,7.9,2123,King Room (1 king bed),0,0,Free WiFi; Fitness center; Restaurant,249,98,Courtyard by Marriott New York Manhattan/Upper East Side,3,Upper East Side,8.1,1203,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant,234,99,Fairfield Inn & Suites New York Manhattan/Times Square,3,Times Square,7.8,2191,Double Room (2 double beds),1,1,Free WiFi; Breakfast included; Fitness center,269,118,Hyatt Centric Wall Street New York,4,Financial District,8.4,1171,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,196,167,Paper Factory Hotel,3,"Long Island City, Queens",8.3,546,Queen Room (1 queen bed),1,0,Free WiFi; Bar; Restaurant,172
288,fiveopt,288,1,95,Courtyard by Marriott New York Manhattan/Midtown East,3,Midtown East,8.2,1832,Double Room (2 double beds),1,0,Free WiFi; Fitness center; Restaurant,334,96,Courtyard by Marriott New York Manhattan/SoHo,3,SoHo,8.1,1344,Double Room (2 double beds),1,0,Free WiFi; Fitness center; Restaurant,316,135,The Ludlow Hotel,4,Lower East Side,8.8,1027,King Room (1 king bed),0,0,Free WiFi; Restaurant; Bar; Garden,345,139,The Standard High Line,4,Meatpacking District,8.6,1819,Queen Room (1 queen bed),0,0,Free WiFi; Restaurant; Bar; Beer garden,428,174,Moxy NYC Chelsea,3,Chelsea,8.1,1526,King Room (1 king bed),1,0,Free WiFi; Rooftop bar; Restaurant,228
289,fiveopt,289,1,9,MOXY NYC Times Square,3,Times Square,8.0,4788,Queen Room (1 queen bed),0,0,Free WiFi; Fitness center; Bar,188,26,Hyatt House New York/Chelsea,3,Chelsea,8.4,1932,King Studio (1 king bed),0,0,Free WiFi; Kitchen; Fitness center; Breakfast,195,32,Executive Hotel Le Soleil New York,4,Midtown,8.3,1927,Deluxe King (1 king bed),0,0,Free WiFi; Fitness center; Restaurant,316,88,Crowne Plaza HY36 Midtown Manhattan,4,Midtown,8.4,2370,Double Room (2 double beds),0,0,Free WiFi; Fitness center; Restaurant; Bar,227,121,Hyatt Regency Times Square,4,Times Square,7.7,2528,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,323
290,fiveopt,290,1,32,Executive Hotel Le Soleil New York,4,Midtown,8.5,2074,Deluxe Queen (1 queen bed),0,1,Free WiFi; Fitness center; Restaurant,205,75,Hilton Garden Inn New York/Midtown Park Avenue,3,Midtown East,8.2,2207,King Room (1 king bed),0,1,Free WiFi; Restaurant; Fitness center; Business center,218,98,Courtyard by Marriott New York Manhattan/Upper East Side,3,Upper East Side,8.1,1238,Double Room (2 double beds),0,0,Free WiFi; Fitness center; Restaurant,269,116,Hyatt Centric Midtown 5th Avenue New York,4,Midtown,8.5,1728,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,268,117,Hyatt Centric Times Square New York,4,Times Square,8.1,2142,Queen Room (1 queen bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,330
291,fiveopt,291,1,60,Crosby Street Hotel,5,SoHo,9.6,1034,Deluxe King (1 king bed),0,0,Free WiFi; Restaurant; Private theater; Gym; Terrace,878,84,Holiday Inn NYC - Lower East Side,3,Lower East Side,7.8,1543,Double Room (2 double beds),0,0,Free WiFi; Fitness center,227,115,Hyatt Grand Central New York,4,Midtown East,7.9,3185,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant,353,121,Hyatt Regency Times Square,4,Times Square,7.9,2427,King Room (1 king bed),1,1,Free WiFi; Fitness center; Restaurant; Bar,293,153,The Renwick Hotel,4,Midtown East,8.1,923,Queen Room (1 queen bed),1,1,Free WiFi; Restaurant; Bar,231
292,fiveopt,292,1,64,The Fifth Avenue Hotel,5,NoMad,9.2,462,King Room (1 king bed),1,0,Free WiFi; Restaurant; Butler service; Fitness center,917,68,Hampton Inn Manhattan-Chelsea,3,Chelsea,8.2,2942,Double Room (2 double beds),1,1,Free WiFi; Breakfast included; Fitness center,235,88,Crowne Plaza HY36 Midtown Manhattan,4,Midtown,8.4,2036,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,332,134,Pod Brooklyn,3,"Williamsburg, Brooklyn",8.2,831,Queen Pod (1 queen bed),0,0,Free WiFi; Rooftop bar,134,143,1 Hotel Brooklyn Bridge,4,Brooklyn Heights,8.5,1910,Queen Room (1 queen bed),1,0,Free WiFi; Rooftop pool; Restaurant; Spa,449
293,fiveopt,293,1,1,Pod 51,2,Midtown East,7.7,4796,Queen Pod (1 queen bed),0,0,Free WiFi; Air conditioning,99,2,Pod 39,3,Murray Hill,7.9,3118,Queen Pod (1 queen bed),0,0,Free WiFi; Rooftop bar; Restaurant,78,4,Radio Hotel,2,Washington Heights,7.9,1229,Standard Queen (1 queen bed),0,0,Free WiFi; Restaurant; Bar,132,53,The Ned NoMad,4,NoMad,8.6,827,Medium Room (1 king bed),0,0,Free WiFi; Restaurant; Rooftop pool; Members club,536,169,Henry Norman Hotel,4,"Greenpoint, Brooklyn",8.4,474,King Suite (1 king bed),1,1,Free WiFi; Garden,214
294,fiveopt,294,1,27,citizenM New York Bowery,4,Lower East Side,8.7,3250,citizenM King Room (1 king bed),0,0,Free WiFi; Rain shower; Rooftop bar; Smart TV,146,72,Hampton Inn Manhattan-Seaport/Financial District,3,Financial District,8.2,1843,King Room (1 king bed),1,1,Free WiFi; Breakfast included; Fitness center,248,84,Holiday Inn NYC - Lower East Side,3,Lower East Side,7.8,1696,Double Room (2 double beds),1,1,Free WiFi; Fitness center,123,161,Wythe Hotel,4,"Williamsburg, Brooklyn",8.5,1174,King Room (1 king bed),1,0,Free WiFi; Restaurant; Rooftop bar,356,175,Conrad New York Midtown,5,Midtown,8.6,1521,King Suite (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,628
295,fiveopt,295,1,74,Hampton Inn Manhattan-SoHo,3,SoHo,8.5,1302,Double Room (2 double beds),1,1,Free WiFi; Breakfast included; Fitness center,309,107,AC Hotel New York Downtown,4,Financial District,8.2,1165,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,319,124,"The Beekman, A Thompson Hotel",5,Financial District,8.7,1516,King Room (1 king bed),1,0,Free WiFi; Restaurant; Bar; Fitness center; Historic atrium,618,127,Days Inn by Wyndham NYC Midtown 45,2,Midtown,6.3,2343,King Room (1 king bed),1,0,Free WiFi,126,170,Renaissance New York Midtown Hotel,4,Midtown,8.1,2234,King Room (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,330
296,fiveopt,296,1,13,Aloft New York Chelsea,3,Chelsea,8.2,1730,Savvy Queen Room (1 queen bed),1,1,Free WiFi; Fitness center; Bar,227,71,Hampton Inn Manhattan-35th St/Empire State Bldg,3,Midtown,8.0,2410,King Room (1 king bed),0,1,Free WiFi; Breakfast included; Fitness center,177,84,Holiday Inn NYC - Lower East Side,3,Lower East Side,7.6,1598,Double Room (2 double beds),1,0,Free WiFi; Fitness center,166,96,Courtyard by Marriott New York Manhattan/SoHo,3,SoHo,8.1,1292,Double Room (2 double beds),0,0,Free WiFi; Fitness center; Restaurant,193,101,Fairfield Inn & Suites New York Brooklyn,3,Brooklyn,7.7,1088,Double Room (2 double beds),1,1,Free WiFi; Breakfast included; Fitness center,208
297,fiveopt,297,1,22,Hampton Inn Manhattan Times Square Central,3,Times Square,8.4,3270,King Room (1 king bed),0,1,Free WiFi; Breakfast included; Fitness center,199,41,The Pearl Hotel New York,4,Midtown,8.9,2948,Deluxe Queen (1 queen bed),1,0,Free WiFi; Complimentary breakfast; Wine hour,342,106,AC Hotel New York Times Square,4,Times Square,8.5,2112,Queen Room (1 queen bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,219,167,Paper Factory Hotel,3,"Long Island City, Queens",8.3,572,Queen Room (1 queen bed),0,0,Free WiFi; Bar; Restaurant,173,173,"The Lexington Hotel, Autograph Collection",4,Midtown East,8.0,2614,King Room (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,402
298,fiveopt,298,1,27,citizenM New York Bowery,4,Lower East Side,8.5,3138,citizenM King Room (1 king bed),1,0,Free WiFi; Rain shower; Rooftop bar; Smart TV,251,46,New York Hilton Midtown,4,Midtown,7.6,13575,Executive King (1 king bed),1,1,Free WiFi; Restaurant; Fitness center; Business center,194,48,Kimpton Theta New York,4,Times Square,8.5,742,Deluxe King (1 king bed),1,0,Free WiFi; Wine hour; Fitness center,184,113,Sheraton Tribeca New York Hotel,4,TriBeCa,7.8,1522,Double Room (2 double beds),1,1,Free WiFi; Fitness center; Restaurant; Bar,187,151,The St. Regis New York,5,Midtown,8.8,1196,Superior King (1 king bed),1,0,Free WiFi; Butler service; Restaurant; Bar; Fitness center,877
299,fiveopt,299,1,81,DoubleTree by Hilton NYC Financial District,4,Financial District,7.9,2092,King Room (1 king bed),0,0,Free WiFi; Restaurant; Fitness center,270,119,Hyatt Place New York Midtown South,3,Midtown,8.0,1625,King Room (1 king bed),0,1,Free WiFi; Breakfast; Fitness center,181,121,Hyatt Regency Times Square,4,Times Square,7.7,2778,Double Room (2 double beds),1,0,Free WiFi; Fitness center; Restaurant; Bar,278,147,"The Pierre, A Taj Hotel",5,Upper East Side,8.8,1500,Deluxe King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,664,164,Even Hotel Brooklyn,3,Downtown Brooklyn,8.4,658,Queen Room (1 queen bed),1,0,Free WiFi; Fitness center,142
